Date,Close,High,Low,Open,Volume,MA20,MA55,MA120,MA200,RSI14,ATR14,Volatility20
2010-10-18,9832.40234375,9851.643835616438,9793.919360017124,9846.833462649829,7063,,,,,,,
2010-10-19,9880.505859375,9880.505859375,9741.005046365324,9842.02287647578,19639,,,,,100.0,,
2010-10-20,9817.97265625,11352.481856320432,9789.110414242406,9880.50751393312,2358,,,,,90.9092715946325,,
2010-10-21,9890.12890625,9890.12890625,9837.21479245197,9842.025166433608,2616,,,,,91.83197801770814,,
2010-10-22,9846.8359375,11063.860603932584,9846.8359375,11063.860603932584,1991,,,,,86.1800124183426,,
2010-10-25,9899.7451171875,10130.642962486334,9856.451771193968,10130.642962486334,1637,,,,,87.21559433348735,,
2010-10-26,9880.505859375,9909.368096549417,9880.505859375,9899.747350824611,988,,,,,84.72930082003737,,
2010-10-27,10063.302734375,10082.544230999043,9976.715999566803,10005.578244502867,2569,,,,,88.17774813785542,,
2010-10-28,10005.5771484375,10077.732752873348,10005.5771484375,10063.301631986178,401,,,,,81.88886140923576,,
2010-10-29,10044.0595703125,10053.68031702736,10029.628450240212,10029.628450240212,863,,,,,82.77103236255303,,
2010-11-01,9967.0908203125,10044.056772592905,9952.659704259924,10044.056772592905,1005,,,,,74.9115735845694,,
2010-11-02,9938.23046875,9976.713452172073,9918.988977038964,9967.092706316555,2020,,,,,72.14530583059157,,
2010-11-03,10034.439453125,10092.163937035595,10005.577211169702,10092.163937035595,2204,,,,,75.40575534295854,,
2010-11-04,10010.384765625,10130.644073237025,9991.143276407076,10130.644073237025,2062,,,,,73.10179037501011,294.8073328736664,
2010-11-05,10164.318359375,10164.318359375,10015.196793288571,10015.196793288571,5943,,,,,77.78048165737133,301.6794127415725,
2010-11-08,10188.3720703125,10226.855062079496,10020.008981331886,10020.008981331886,2675,,,,,78.41236858755693,306.48978900856775,
2010-11-09,10217.2333984375,10270.147507374795,10034.439203926848,10034.439203926848,1130,,,,,79.17753480116329,211.65670767784792,
2010-11-10,10130.64453125,10197.989746557456,10130.64453125,10197.989746557456,2194,,,,,71.04182700955111,212.6876089055265,
2010-11-11,10087.353515625,10169.129867444564,10039.24977926055,10039.24977926055,1672,,,,,67.31754925658737,135.03442474491436,
2010-11-12,10255.7138671875,10265.334611903436,9962.28115335146,9962.28115335146,2477,10007.740869140625,,,,73.20145701867831,136.4091699996031,
2010-11-15,10154.6962890625,10154.6962890625,10101.782191867007,10149.885916590183,959,10023.85556640625,,,,65.57329262878355,145.3427012957514,0.00854636245250045
2010-11-16,10092.1611328125,10125.833739070693,10048.86778190911,10072.919643522104,750,10034.438330078125,,,,61.31368398272494,138.47056811927618,0.008681748763197284
2010-11-17,10039.2490234375,10048.869769986075,9909.368945031745,9909.368945031745,1177,10045.5021484375,,,,57.88725910557616,146.373181215341,0.008636139819545677
2010-11-18,10034.439453125,10092.163937035595,10015.197958488136,10039.249826784217,5923,10052.71767578125,,,,57.57231507358257,148.4348104980267,0.008516968440525307
2010-11-19,10121.0263671875,10140.267862182152,10082.543377198193,10101.784872192846,3090,10066.427197265624,,,,61.62066891519233,149.46542071263931,0.008600295098663493
2010-11-22,10068.1103515625,10121.024452789059,10063.299978723722,10121.024452789059,3178,10074.845458984375,,,,57.97963941924545,149.46555737911564,0.008669544332537634
2010-11-23,10246.09375,10270.14561326291,10149.886296948356,10149.886296948356,5239,10093.124853515625,,,,65.38771075054615,152.90139976588813,0.009411763699479495
2010-11-24,10130.64453125,10265.33496186491,9957.471120459402,9957.471120459402,5897,10096.491943359375,,,,58.218040950438706,164.9273315212852,0.008985850568352254
2010-11-25,10318.2509765625,10390.406577797203,10135.45678676792,10135.45678676792,2871,10112.125634765625,,,,64.94468355159609,172.4865067210854,0.009724509523915093
2010-11-26,10462.5625,10481.803994252874,10308.630545977012,10313.44091954023,856,10133.05078125,,,,69.0697497983771,170.08131868738914,0.010105493338453383
2010-11-29,10448.1318359375,10520.287442539278,10448.1318359375,10510.666694992375,668,10157.10283203125,,,,68.20544667634171,158.39898319837707,0.009881452145399145
2010-11-30,10438.509765625,10443.320138788882,10351.923048675115,10443.320138788882,933,10182.116796875,,,,67.59804050676071,159.08612034658316,0.009835454576966366
2010-12-01,10284.5771484375,10438.509079564721,10270.146029894322,10438.509079564721,4160,10194.623681640625,,,,58.606165537830094,161.83495231420198,0.010398000503429813
2010-12-02,10428.8896484375,10573.20085205979,10390.406660804889,10573.20085205979,3419,10215.54892578125,,,,63.507135962256875,160.80425553351012,0.01073544228274999
2010-12-03,10428.8896484375,10505.85562370272,10428.8896484375,10501.045250248646,843,10228.777490234375,,,,63.507135962256875,155.3067055295621,0.010275622930179916
2010-12-06,10400.0263671875,10443.319723942674,10400.0263671875,10409.647113133095,1528,10239.360205078125,,,,61.809620959750525,150.83990907254662,0.010312577867509711
2010-12-07,10395.2177734375,10433.700763806542,10385.59702584524,10433.700763806542,3329,10248.259423828125,,,,61.514617917709955,141.21930551401434,0.010309404322726102
2010-12-08,10534.71875,10534.71875,10409.649029680366,10409.649029680366,4147,10268.463134765625,,,,66.50860580438513,145.68609108651722,0.010421792842954344
2010-12-09,10510.6630859375,10544.335690789474,10486.611225328947,10544.335690789474,2687,10289.62861328125,,,,64.94361099892618,142.2500951153297,0.010368023709216374
2010-12-10,10568.38671875,10568.38671875,10505.851886094675,10510.662257837392,1480,10305.262255859376,,,,66.95310496297108,142.59355541472593,0.009827377181540026
2010-12-13,10635.734375,10640.54474785165,10592.441019335141,10592.441019335141,1276,10329.31416015625,,,,69.1733426787274,133.31661022910026,0.009501139287093249
2010-12-14,10563.580078125,10597.252692217384,10553.959331241462,10597.252692217384,2992,10352.885107421875,,,,64.19702482911501,117.16741039717388,0.009531653281904398
2010-12-15,10717.5126953125,10717.5126953125,10573.201483077592,10573.201483077592,6576,10386.798291015624,,,,69.27523887333481,109.6081654429094,0.009730989475106023
2010-12-16,10650.1669921875,10871.444174500339,10645.35661865896,10871.444174500339,7222,10417.58466796875,,,,64.93573980763728,113.38774455473205,0.00993466306487297
2010-12-17,10712.7021484375,10755.995511408284,10688.650280120397,10741.564390418023,608,10447.16845703125,,,,67.00273086350987,115.79295259894674,0.009871792154701216
2010-12-20,10775.2353515625,10905.115420532225,10775.2353515625,10861.822064208984,1841,10482.52470703125,,,,68.97239974546775,122.66470151554248,0.009701410075989477
2010-12-21,10765.61328125,10808.906632246984,10736.751047252012,10808.906632246984,3614,10508.50068359375,,,,68.2968483087329,115.79269074870639,0.009139843417270784
2010-12-22,10823.3388671875,11525.653300347221,10818.528494357639,11525.653300347221,977,10543.135400390625,,,,70.18363289361297,149.4652847112015,0.008557832337901548
2010-12-23,10784.85546875,10832.959195194024,10780.045096105598,10832.959195194024,903,10566.465625,,,,67.30772772906973,147.74729355571617,0.007896038661892068
2010-12-24,10775.2353515625,10808.907962036132,10760.804232788085,10789.666470336913,1394,10582.099267578125,,,,66.57333117043453,148.09089159092142,0.007417884466476654
2010-12-27,10760.8037109375,10775.23482901207,10755.993338245977,10755.993338245977,182,10597.732861328124,,,,65.42015072152869,146.02933983058003,0.0074170741462304774
2010-12-28,10751.1826171875,10760.803362258808,10731.941127044884,10760.803362258808,1045,10613.36650390625,,,,64.61656123077347,138.12659749701692,0.007416615016156924
2010-12-29,10707.8896484375,10746.372630103044,10505.853994693396,10505.853994693396,2300,10634.53212890625,,,,60.98634164770826,151.52689442798666,0.0065127550173095915
2010-12-30,10635.734375,10727.131459181366,10635.734375,10727.131459181366,2145,10644.874365234375,,,,55.399921505495975,153.5884838227039,0.00614535053950491
2011-01-03,10515.4775390625,10770.427360457885,10505.856791085316,10770.427360457885,4958,10649.203759765625,10306.093181818182,,,47.57768877412298,167.33223669919803,0.006734106386340565
2011-01-04,10611.6806640625,10640.542896149705,10573.197687946227,10573.197687946227,2871,10659.786474609375,10320.261878551137,,,53.26290968839017,170.42440193695998,0.00695923430247576
2011-01-05,10626.1171875,10717.514302286101,10611.68606411272,10717.514302286101,1633,10671.3314453125,10333.81844815341,,,54.06792723888846,166.98876058239577,0.006950580688008263
2011-01-06,10688.6494140625,10717.511653704432,10549.148589126491,10549.148589126491,827,10679.027978515625,10349.648934659092,,,57.48396300816778,162.86558263500734,0.006433919867174001
2011-01-07,10731.943359375,10775.236721201254,10703.081118157495,10775.236721201254,1173,10690.0919921875,10364.954651988637,,,59.71768315553302,161.49121034343378,0.0064328809154014606
2011-01-10,10727.1328125,11054.238207679373,10688.649824831838,11054.238207679373,3395,10698.029296875,10380.96004971591,,,59.34459699438564,173.86086111149157,0.006354229387155091
2011-01-11,10780.0458984375,10996.512683546685,10020.006964054133,10996.512683546685,1840,10705.244873046875,10396.96551846591,,,62.14597417798807,238.45729928989007,0.0062952317717605635
2011-01-12,10755.994140625,10914.736451287175,10731.942275373154,10914.736451287175,367,10714.865576171875,10412.88348721591,,,60.11816335986718,197.22545334823295,0.006089578612809302
2011-01-13,10760.8037109375,11160.064644333928,10731.94147478836,11160.064644333928,2145,10717.030126953125,10425.565323153409,,,60.39645021289898,224.0261012380288,0.005173120101095398
2011-01-14,10780.0458984375,10866.632612481175,10770.425152432646,10866.632612481175,787,10723.524072265625,10439.64657315341,,,61.55235000776966,228.14932783057364,0.0049495215447722665
2011-01-17,10890.6845703125,10890.6845703125,10784.856363357167,10784.856363357167,511,10732.423193359375,10455.03975497159,,,67.43731030772825,234.67766058475056,0.00528116686650882
2011-01-18,10861.8232421875,10890.685482866475,10587.631955737239,10587.631955737239,568,10736.752587890625,10471.3076171875,,,64.65706101244444,254.26272795879478,0.005198617196441025
2011-01-19,10866.634765625,11188.929820647963,10813.720652113767,11188.929820647963,2606,10741.803662109374,10488.1876953125,,,64.91673858045745,263.5399098188014,0.005189526917100993
2011-01-20,10828.15234375,10842.583466376054,10775.238227454465,10808.91084691526,2117,10742.0443359375,10502.61883877841,,,61.05303746097823,263.53987081802774,0.005130220987201231
2011-01-21,10741.5615234375,11150.443175695533,10736.751151057993,11150.443175695533,736,10739.879638671875,10515.912961647728,,,53.35753889506979,274.19140333695424,0.00538366617701171
2011-01-24,10679.0283203125,10871.443245002814,10654.976454726211,10871.443245002814,1268,10735.069287109374,10525.271324573863,,,48.593940820758604,280.7200771361969,0.005528523473085225
2011-01-25,10804.09765625,10871.442877615762,10770.425045567119,10871.442877615762,1481,10737.233984375,10536.466335227273,,,56.88472058356406,286.90442849902985,0.006151180387183158
2011-01-26,10804.09765625,10953.219217845615,10804.09765625,10953.219217845615,2112,10739.879736328125,10547.136594460228,,,56.88472058356407,285.5300354288637,0.0061459138357905655
2011-01-27,10847.390625,10953.218826219512,10813.718015521064,10953.218826219512,2251,10746.85478515625,10560.168341619317,,,59.506534722253505,289.99673991677497,0.006113205398309805
